Reference code,Latitude,Longitude,"Date ""Before Present""",Standard error,Chronocultural attribution,Associated materials,Country,Site name,Associated publications,Clear LSA,Associated Lithics
Lv-287,-4.549,15.151,12230,250,MSA,Lithics,DRC,Basoko,"1977 - Radiocarbon Dates from West Central Africa: A Synthesis - Journal of African History, 18 (4): 481-505",0,1
Lv-287,-4.21,15.17,12230,250,LSA,Lithics,DRC,Basoko,"1977 - Radiocarbon Dates from West Central Africa: A Synthesis - Journal of African History, 18 (4): 481-505",1,1
Oxa-5200,5.85,10.0667,12800,110,LSA,Lithics,Cameroon,Shum Laka,"2003 - On microlithic quartz industries at the end of the Pleistocene in Central Africa: the evidence from Shum Laka (NW Cameroon) - African Archaeological Review, 20: 1-24",1,1
Bondy-540,-4.85,14.49,13600,400,LSA,Lithics,ROC,Loukoko II,"1991 - Archéologie des plateaux et collines Teke (R.P.Congo): de nouvelles donnes. Nsi, 8/9: 24-32.",1,1
Lv-166,-4.53,15.151,15080,480,MSA,Lithics,DRC,Belgika,"1977 - Radiocarbon Dates from West Central Africa: A Synthesis - Journal of African History, 18 (4): 481-505",0,1
Lv-166,-4.3333,15.3167,15080,480,LSA/ Upper Lupemban,Lithics,DRC,Cabu 5,"1977 - Radiocarbon Dates from West Central Africa: A Synthesis - Journal of African History, 18 (4): 481-505",1,1
GrN-7344,0.1,29.44,16740,150,LSA,Lithics,DRC,Matupi,"1977 - Radiocarbon Dates from West Central Africa: A Synthesis - Journal of African History, 18 (4): 481-505",1,1
Os-22245,5.3092,9.7272,17800,180,LSA,Lithics,Cameroon,Njuinye,"2003 - The  hunter-gatherer  occupation  of  Atlanticcentral Africa: New evidence from Equatorial Guinea Cam-eroon.  InUnder  the  canopy:  The  archaeology  of  tropicalrainforests, ed. J. Mercader, 64–92. New Brunswick: RutgersUniversity Press.   (PDF) ",1,1
Os-22245,5.3092,9.7272,17800,180,LSA,Lithics,Cameroon,Njuinye,"2003 - The  hunter-gatherer  occupation  of  Atlanticcentral Africa: New evidence from Equatorial Guinea Cam-eroon.  InUnder  the  canopy:  The  archaeology  of  tropicalrainforests, ed. J. Mercader, 64–92. New Brunswick: RutgersUniversity Press.   (PDF) ",1,1
Oxa-7912,5.85,10.0667,18040,100,LSA,Lithics,Cameroon,Shum Laka,"1992 - Sedentarisation, agriculture et metallurgie du Sud-Cameroun: synth√®se des recherches depuis 1978 - In: Essomba J.-M. Ed. ''L'archeologie au Cameroun : Actes du premier colloque international de Yaounde (6-9 janvier 1986)'' Karthala, p. 247-162",1,1
Gif-5699,-1,15.5167,18100,400,MSA,Lithics,ROC,Boundji,"1985 - Recent Archaeological Research and Dates from Central Africa - The Journal of African History, 26: 129-148.",0,1
Ly-1601d,6.0502,10.2035,18180,820,Stone Age,Lithics,Cameroon,Mbi Crater,"1998 - Ten years of archaeological research in the Bamenda Grassfields - in: Delneuf M., Essomba J.-M., Froment A. (ed.), Paleo-anthropologie en Afrique centrale. Un bilan de l'archeologie au Cameroun, L'Harmattan, Paris, 193-202",0,1
Ly-1602d,6.0502,10.2035,18730,690,Stone Age,Lithics,Cameroon,Mbi Crater,"1998 - Ten years of archaeological research in the Bamenda Grassfields - in: Delneuf M., Essomba J.-M., Froment A. (ed.), Paleo-anthropologie en Afrique centrale. Un bilan de l'archeologie au Cameroun, L'Harmattan, Paris, 193-202",0,1
Os-21250,1.737,28.811,18800,100,LSA,Lithics,DRC,Makubasi SE,"2003 - Archaeological Site Formation in Rain Forests: Insights From the Ituri Rock Shelters, Congo",1,1
Os-21250,1.737,28.811,18800,100,Stone Age,Lithics,DRC,Makubasi SE,"2003 - Archaeological Site Formation in Rain Forests: Insights From the Ituri Rock Shelters, Congo",0,1
Gif-5437,-4.7,11.95,19900,700,MSA,Lithics,ROC,Hinda,"1985 - Recent Archaeological Research and Dates from Central Africa - The Journal of African History, 26: 129-148.",0,1
Hv-6255,-5.2833,14.8667,20000,650,MSA,Lithics,DRC,Dimba,"1977 - Radiocarbon Dates from West Central Africa: A Synthesis - Journal of African History, 18 (4): 481-505",0,1
Oxa-7875,5.85,10.0667,20260,180,LSA,Lithics,Cameroon,Shum Laka,"1992 - Sedentarisation, agriculture et metallurgie du Sud-Cameroun: synth√®se des recherches depuis 1978 - In: Essomba J.-M. Ed. ''L'archeologie au Cameroun : Actes du premier colloque international de Yaounde (6-9 janvier 1986)'' Karthala, p. 247-162.",1,1
GrN-6918,0.1,29.44,21210,400,LSA,Lithics,DRC,Matupi,"1977 - Radiocarbon Dates from West Central Africa: A Synthesis - Journal of African History, 18 (4): 481-505",1,1
OxTL-200,0.1,29.44,21350,3500,LSA,Lithics,DRC,Matupi,"1977 - Radiocarbon Dates from West Central Africa: A Synthesis - Journal of African History, 18 (4): 481-505",1,1
GrN-7347,0.1,29.44,21630,410,LSA,Lithics,DRC,Matupi,"1977 - Radiocarbon Dates from West Central Africa: A Synthesis - Journal of African History, 18 (4): 481-505",1,1
GrN-7348,0.1,29.44,22100,240,LSA,Lithics,DRC,Matupi,"1977 - Radiocarbon Dates from West Central Africa: A Synthesis - Journal of African History, 18 (4): 481-505",1,1
Lv-163,-4.549,15.151,26000,NA,MSA,Lithics,DRC,Basoko (Kinhasa Plain),"1977 - Radiocarbon Dates from West Central Africa: A Synthesis - Journal of African History, 18 (4): 481-505",0,1
Lv-47,-4.549,15.151,30000,NA,MSA,Lithics,DRC,Basoko (Kinhasa Plain),"1977 - Radiocarbon Dates from West Central Africa: A Synthesis - Journal of African History, 18 (4): 481-505",0,1
Oxa-4944,5.85,10.0667,30300,1600,LSA,Lithics,Cameroon,Shum Laka,"2003 - On microlithic quartz industries at the end of the Pleistocene in Central Africa: the evidence from Shum Laka (NW Cameroon) - African Archaeological Review, 20: 1-24.",1,1
Oxa-4945,5.85,10.0667,31700,750,LSA,Lithics,Cameroon,Shum Laka,"2003 - On microlithic quartz industries at the end of the Pleistocene in Central Africa: the evidence from Shum Laka (NW Cameroon) - African Archaeological Review, 20: 1-24",1,1
GrN-7349,0.1,29.44,33000,1900,LSA,Lithics,DRC,Matupi,"1977 - Radiocarbon Dates from West Central Africa: A Synthesis - Journal of African History, 18 (4): 481-505",1,1
GrN-8055,-4.2833,15.2667,36400,580,MSA,Lithics,DRC,Gombe,"1985 - Recent Archaeological Research and Dates from Central Africa - The Journal of African History, 26: 129-148",0,0
GrN-8056,-4.2833,15.2667,37450,650,MSA,Lithics,DRC,Gombe,"1985 - Recent Archaeological Research and Dates from Central Africa - The Journal of African History, 26: 129-148",0,0
Gif-11152,-0.0837,11.3134,40010,850,MSA,Lithics,Gabon,Maboue 5,"2001 - Archeologie du peuplement Holoc√®ne de la reserve de faune de la Lope - Gabon, Th√®se de Doctorat, Universite Libre de Bruxelles",0,1
Gif-11152,-0.0837,11.3134,40010,850,Stone Age,Lithics,Gabon,Maboue 5,"2001 - Archeologie du peuplement Holoc√®ne de la reserve de faune de la Lope - Gabon, Th√®se de Doctorat, Universite Libre de Bruxelles",0,1
GrN-8057,-4.2833,15.2667,46500,1500,MSA,Lithics,DRC,Gombe,"1985 - Recent Archaeological Research and Dates from Central Africa - The Journal of African History, 26: 129-148",0,0
Lv-287,-4.761,15.416,>30000,NA,MSA,Lithics,DRC,Plain Lemba (Kinhasa Plain),"1977 - Radiocarbon Dates from West Central Africa: A Synthesis - Journal of African History, 18 (4): 481-505",0,1
GrN-7246,0.1,29.44,>40700,NA,LSA,Lithics,DRC,Matupi,"1977 - Radiocarbon Dates from West Central Africa: A Synthesis - Journal of African History, 18 (4): 481-505",1,1
Beta-169187,2.4,10.05,3650,70,LSA,Lithics (quarz),Cameroon,Akok begnat 2,"2001 - Surveillance archeologique de l‚Äôaxe routier Lolodorf-Kribi-Campo - Rapport final du volet de protection du patrimoine culturel, Cooperation Cameroun-Union Europeenne",1,1
Beta-182548,2.998,10.021,2550,60,LSA,Lithics & Pottery,Cameroon,Bissiang,"2010 - Komé–Kribi/rescue Archaeology along the Chad–Cameroon Oil Pipeline 1999–2004, Afrika Magna Verlag, Frankfurt.",1,1
Beta-182549,2.998,10.021,2770,60,LSA,Lithics & Pottery,Cameroon,Bissiang,"2010 - Komé–Kribi/rescue Archaeology along the Chad–Cameroon Oil Pipeline 1999–2004. Afrika Magna Verlag, Frankfurt",1,1
OxA-5207,5.859,10.078,2940,60,LSA,Lithics & Pottery,Cameroon,Shum Laka,Zangato 2000,1,1
OxA-5206,5.859,10.078,3025,60,LSA,Lithics & Pottery,Cameroon,Shum Laka,"2000 - Natural and Cultural Spatial Patterning in the Late Holocene Deposits of Shum Laka Rock Shelter, Cameroon, Journal of Field Archaeology, 27:2, 153-168, DOI: 10.1179/jfa.2000.27.2.153",1,1
OxA-5205,5.859,10.078,3045,60,LSA,Lithics & Pottery,Cameroon,Shum Laka,"2000 - Natural and Cultural Spatial Patterning in the Late Holocene Deposits of Shum Laka Rock Shelter, Cameroon, Journal of Field Archaeology, 27:2, 153-168, DOI: 10.1179/jfa.2000.27.2.153",1,1
OxA-5204,5.859,10.078,3300,90,LSA,Lithics & Pottery,Cameroon,Shum Laka,"2000 - Natural and Cultural Spatial Patterning in the Late Holocene Deposits of Shum Laka Rock Shelter, Cameroon, Journal of Field Archaeology, 27:2, 153-168, DOI: 10.1179/jfa.2000.27.2.153",1,1
Gif-4391,-4.25,13.7667,1990,90,LSA,lithics and bone,ROC,Ntadi Yomba,"1982 - New Survey of Archaeological Research and Dates for West-Central and North-Central Africa - The Journal of African History, 23: 1-15.",1,1
Gif-4653,-4.25,13.7667,6890,160,LSA,lithics and bone,ROC,Ntadi Yomba,"1985 - Recent Archaeological Research and Dates from Central Africa - The Journal of African History, 26: 129-148",1,1
Gif-6678,0.5,9.3833,2490,50,Ancient Iron Age,"Lithics Iron Metallurgy de fer, Coal",Gabon,Sablières,"1986 - recherches récentes sur le paléoenvironnement et l'archéologie au Gabon: 1982-1985 - L'Anthropologie, 90 (2), 201-216",NA,NA
Gif-2232,10.35,14.1514,1720,90,Neolithic,"Lithics, ",Cameroon,Tsanaga 2,"1998 - Etapes du peuplement préhistorique du Nord-Bénoué à la plaine de Maroua - in: Delneuf M., Essomba J.-M., Froment A. (ed.), ''Paléo-anthropologie en Afrique centrale. Un bilan de l'archéologie au Cameroun'' L'Harmattan, Paris, 177-191.",NA,NA
OBDY-125,10.35,14.2,1770,210,Ancient Iron Age,"Lithics, ",Cameroon,Tsanaga 2,"1975 - Contribution à l'étude de la préhistoire au Cameroun septentrional - Éd. ORSTOM, Trav. & Doc. N°43, Paris.",NA,NA
Ly-5200,10.35,14.2,2730,180,Neolithic,"Lithics, ",Cameroon,Tsanaga 2,"1998 - Etapes du peuplement préhistorique du Nord-Bénoué à la plaine de Maroua - in: Delneuf M., Essomba J.-M., Froment A. (ed.), ''Paléo-anthropologie en Afrique centrale. Un bilan de l'archéologie au Cameroun'' L'Harmattan, Paris, 177-191",NA,NA
Beta-17518,-1.5,9.4986,3250,70,Neolithic / LSA,"Lithics, ",Gabon,Ikengué 1,"2005 - Des premiers villages aux premiers européens autour de l'estuaire du Gabon. Quatre millénaire d'interactions entre l'homme et son milieu. - Thèse de Doctorat, Université Libre de Bruxelles",NA,NA
Gif-6504,-3.355,15.1035,3700,90,Neolithic /LSA,"Lithics, ",Congo,Ntsimou,"2001 - Archéologie du peuplement Holocène de la réserve de faune de la Lopé - Gabon, Thèse de Doctorat, Université Libre de Bruxelles",NA,NA
Hv-13431,0.45,9.4653,3295,115,Ancient Iron Age,"Lithics, Coal",Gabon,Charbonnages Butte 56 ( Bolokoboué ),"2005 - Des premiers villages aux premiers européens autour de l'estuaire du Gabon. Quatre millénaire d'interactions entre l'homme et son milieu. - Thèse de Doctorat, Université Libre de Bruxelles.",NA,NA
Gif-7519,6.1333,15.3333,3430,60,Ancient Iron Age,"Lithics, Coal",CAR,"T. Balimbé 2, Site 21","1991 - Etude du megalithisme dans le Nord-Ouest de la république centrafricaine. - Thèse de doctorat des Universités, Université de Paris X - Nanterre, 2 tomes",NA,NA
OBDY-1111,6.1333,15.3333,3530,100,Ancient Iron Age,"Lithics, Coal",CAR,"Balimbé, Site 68","1999 - Société préhistoriques et mégalithes dans le nord-ouest de la République Centrafricaine - British Archaeological Reports 768, Cambridge Monographs in African Archaeology 46. Archeopress, Oxford",NA,NA
Beta-169187,2.3972,10.0528,3650,70,Neolithic / Late Stone Age,"Lithics, Coal",Cameroon,Akok Begnat 2,"2001 - Surveillance archéologique de l’axe routier Lolodorf-Kribi-Campo - Rapport final du volet de protection du patrimoine culturel, Coopération Cameroun-Union Européenne",NA,NA
Si-2658,6.1333,15.3333,4535,90,Neolithic / LSA,"Lithics, Coal",CAR,Bétumé,"1982 - Tazunu: megalitic monuments of Central Africa - Azania, 71: 44-77",NA,NA
Gif-11340,0.3222,9.3478,6090,65,Neolithic,"Lithics, Coal",Gabon,Rivière Denis 1,"2005 - Des premiers villages aux premiers européens autour de l'estuaire du Gabon. Quatre millénaire d'interactions entre l'homme et son milieu. - Thèse de Doctorat, Université Libre de Bruxelles",NA,NA
OBDY-597,6.1333,15.3333,3010,220,Ancient Iron Age,"Lithics, Fruits Charred Granins",CAR,"Dokoko, Site 22","1991 - Etude du megalithisme dans le Nord-Ouest de la république centrafricaine. - Thèse de doctorat des Universités, Université de Paris X - Nanterre, 2 tomes",NA,NA
GrN-8044,-4.2833,15.2667,5450,30,LSA,lithics?,DRC,Gombe,"1985 - Recent Archaeological Research and Dates from Central Africa - The Journal of African History, 26: 129-148",1,1
GrN-8048,-4.2833,15.2667,7830,50,LSA,ltihics,DRC,Gombe,"1985 - Recent Archaeological Research and Dates from Central Africa - The Journal of African History, 26: 129-148",1,1
GrN-8045,-4.2833,15.2667,8345,45,LSA,ltihics,DRC,Gombe,"1985 - Recent Archaeological Research and Dates from Central Africa - The Journal of African History, 26: 129-148",1,1
GrN-8049,-4.2833,15.2667,8350,120,LSA,ltihics,DRC,Gombe,"1985 - Recent Archaeological Research and Dates from Central Africa - The Journal of African History, 26: 129-148",1,1
GrN-8047,-4.2833,15.2667,8495,40,LSA,ltihics,DRC,Gombe,"1985 - Recent Archaeological Research and Dates from Central Africa - The Journal of African History, 26: 129-148",1,1
GrN-8053,-4.2833,15.2667,10165,50,LSA,ltihics,DRC,Gombe,"1985 - Recent Archaeological Research and Dates from Central Africa - The Journal of African History, 26: 129-148",1,1
GrN-8052,-4.2833,15.2667,10410,90,LSA,ltihics,DRC,Gombe,"1985 - Recent Archaeological Research and Dates from Central Africa - The Journal of African History, 26: 129-148",1,1
GrN-8051,-4.2833,15.2667,11450,60,LSA,ltihics,DRC,Gombe,"1985 - Recent Archaeological Research and Dates from Central Africa - The Journal of African History, 26: 129-148",1,1
Hv-11046,3.8167,11.5,3265,165,LSA,"Microlithes, Lithics",Cameroon,Obobogo,"1992 - Sedentarisation, agriculture et metallurgie du Sud-Cameroun: synth√®se des recherches depuis 1978 - In: Essomba J.-M. Ed. ''L'archeologie au Cameroun : Actes du premier colloque international de Yaounde (6-9 janvier 1986)'' Karthala, p. 247-162",1,1
Hv-10581,3.8167,11.5,6020,505,LSA,"Microlithes, Lithics",Cameroon,Obobogo,"1992 - Sedentarisation, agriculture et metallurgie du Sud-Cameroun: synth√®se des recherches depuis 1978 - In: Essomba J.-M. Ed. ''L'archeologie au Cameroun : Actes du premier colloque international de Yaounde (6-9 janvier 1986)'' Karthala, p. 247-162.",1,1
BM-2495,5.85,10.0667,40,40,Recent Iron Age,"Palm Nuts, ",Cameroon,Shum Laka,"1988 - Bamenda in prehistory (the evidence from Fiye Nkwi, Mbi Crater and Shum Laka rockshelters). - PhD diss., University College London.",NA,NA
Beta-51835,5.85,10.0667,200,60,Recent Iron Age,"Palm Nuts, ",Cameroon,Shum Laka,"2001 - The Holocene archaeological sequence of Shum Laka rock shelter (Grassfields, western Cameroon) - African Archaeological Review 18: 213-247.",NA,NA
KI-2428,-0.8182,19.7888,2160,90,Neolithic,"Palm Nuts, ",DRC,Imbonga,"1993 - Central Africa and the archaeology of the equatorial rainforest : reflections on some major topics - In: Shaw T., Sinclair P., Andah B., Okpoko A., eds, The archaeology of Africa : food, metals and towns, Routledge, London, p. 289-329.",NA,NA
Lv-1469,-5.167,14.008,1780,50,Neolithic,"Pit Features, ",DRC,Sakuzi,"1986 - The Ngovo group: an industry with polished stone tools and pottery in lower Zaïre - The African Archaeological Review, 4: 103-133.",NA,NA
Lv-1468,-5.167,14.008,1850,50,Neolithic,"Pit Features, ",DRC,Sakuzi,"1986 - The Ngovo group: an industry with polished stone tools and pottery in lower Zaïre - The African Archaeological Review, 4: 103-133.",NA,NA
Gif-8130,-0.1056,11.1472,1935,40,Neolithic,"Pit Features, ",Gabon,Epona 1,"2001 - Archéologie du peuplement Holocène de la réserve de faune de la Lopé - Gabon, Thèse de Doctorat, Université Libre de Bruxelles.",NA,NA
KI-2433,-0.25,19.5167,2025,70,Ancient Iron Age,"Pit Features, ",DRC,Bokuma,"1993 - Central Africa and the archaeology of the equatorial rainforest : reflections on some major topics - In: Shaw T., Sinclair P., Andah B., Okpoko A., eds, The archaeology of Africa : food, metals and towns, Routledge, London, p. 289-329.",NA,NA
GrN-14003,-0.25,19.5167,2090,70,Ancient Iron Age,"Pit Features, ",DRC,Bokuma,"1993 - Central Africa and the archaeology of the equatorial rainforest : reflections on some major topics - In: Shaw T., Sinclair P., Andah B., Okpoko A., eds, The archaeology of Africa : food, metals and towns, Routledge, London, p. 289-329.",NA,NA
Ly-4877,3.9044,11.5003,2185,110,Ancient Iron Age,"Pit Features, ",Cameroon,Oliga,"2005 - Des premiers villages aux premiers européens autour de l'estuaire du Gabon. Quatre millénaire d'interactions entre l'homme et son milieu. - Thèse de Doctorat, Université Libre de Bruxelles.",NA,NA
GrN-14006,-0.7667,19.6667,2260,80,Neolithic,"Pit Features, ",DRC,Boso Njafo,"1993 - Central Africa and the archaeology of the equatorial rainforest : reflections on some major topics - In: Shaw T., Sinclair P., Andah B., Okpoko A., eds, The archaeology of Africa : food, metals and towns, Routledge, London, p. 289-329.",NA,NA
Hv-12840,3.9141,11.504,1015,20,Recent Iron Age,"Pit Features, Coal",Cameroon,Ndindan,"1992 - Ndindan: archaeological synthesis of a site dating back to three millenia ago in Yaounde (Cameroon) - L'Anthropologie,106: 159-172.",NA,NA
Beta-15740,-1.5556,13.1806,1560,100,Ancient Iron Age,"Pit Features, Coal",Gabon,Moanda 1,"2005 - Des premiers villages aux premiers européens autour de l'estuaire du Gabon. Quatre millénaire d'interactions entre l'homme et son milieu. - Thèse de Doctorat, Université Libre de Bruxelles.",NA,NA
Beta-156376,2.7375,9.8778,1570,70,Ancient Iron Age,"Pit Features, Coal",Cameroon,Boussibiliga 1,"2001 - Surveillance archéologique de l’axe routier Lolodorf-Kribi-Campo - Rapport final du volet de protection du patrimoine culturel, Coopération Cameroun-Union Européenne",NA,NA
Beta-9076,-1.6319,13.1417,1600,50,Ancient Iron Age,"Pit Features, Coal",Gabon,Massango,"2005 - Des premiers villages aux premiers européens autour de l'estuaire du Gabon. Quatre millénaire d'interactions entre l'homme et son milieu. - Thèse de Doctorat, Université Libre de Bruxelles.",NA,NA
Beta-10301,-1.5,11.17,1670,50,Ancient Iron Age,"Pit Features, Coal",Gabon,Lac Bleu De Mouila,"1986 - Métallurgie ancienne du fer au Gabon : Premiers élémnts de synthèse - Muntu, 4-5, 47-55.",NA,NA
Beta-9082,-1.5556,13.1806,1850,70,Ancient Iron Age,"Pit Features, Coal",Gabon,Moanda 1,"1986 - Métallurgie ancienne du fer au Gabon : Premiers élémnts de synthèse - Muntu, 4-5, 47-55.",NA,NA
Beta-31412,3.9044,11.5003,1860,70,Ancient Iron Age,"Pit Features, Coal",Cameroon,Oliga,"1998 - Larchéologie de l'Âge du Fer au Cameroun Méridional - in: Delneuf M., Essomba J.-M., Froment A. (ed.), Paléo-anthropologie en Afrique centrale. Un bilan de l'archéologie au Cameroun, L'Harmattan, Paris, 233-247.",NA,NA
Beta-12208,-1.916,11.016,1920,80,Ancient Iron Age,"Pit Features, Coal",Gabon,Lac Bleu De Mouila,"1986 - Métallurgie ancienne du fer au Gabon : Premiers élémnts de synthèse - Muntu, 4-5, 47-55.",NA,NA
Beta-12858,4.0167,11.55,1920,60,Ancient Iron Age,"Pit Features, Coal",Cameroon,Mfomakap,"1998 - Recherches archéologiques au Cameroun méridional: résultats des prospections et hypothèses sur les phases de peuplement - In: Delneuf M., Essomba J.-M., Froment A., ed., Paléo-anthropologie en Afrique centrale. Un bilan de l'archéologie au Cameroun, L'Harmattan, p. 213-224.",NA,NA
